link	id	title	author	nsfw	genre	size	tags	images	text	rating	timestamp	price	manifest_info
https://orwellvr.itch.io/virtual-soccer-zone	827789	Virtual Soccer Zone	Orwell	-	Sports	248 MB	Football, goalkeeper, Soccer, Virtual Reality (VR)	https://img.itch.zone/aW1nLzQ2MzkxMjIuanBn/315x250%23c/fqE3dg.jpg,https://img.itch.zone/aW1hZ2UvODI3Nzg5LzQ2MzkxNjgucG5n/347x500/fooIeN.png,https://img.itch.zone/aW1hZ2UvODI3Nzg5LzQ2MzkxNjQucG5n/347x500/Zl8ntK.png,https://img.itch.zone/aW1hZ2UvODI3Nzg5LzQ2MzkxNjYucG5n/347x500/kRFymQ.png,https://img.itch.zone/aW1hZ2UvODI3Nzg5LzQ2Mzk0NTkucG5n/347x500/%2Ba9jco.png,https://img.itch.zone/aW1hZ2UvODI3Nzg5LzQ2Mzk0NjAucG5n/347x500/qtWZsc.png,https://img.itch.zone/aW1nLzQ2MzkzMjYuZ2lm/original/IP7N%2B9.gif,https://img.itch.zone/aW1nLzQ2MzkzMzAuZ2lm/original/LtaTZY.gif	VirtualSoccerZone is a virtual reality game designed for digital gaming platforms	-	1606239660	-	gear,head
https://jumblivr.itch.io/vv-creator	708524	VV Creator (VR voxel animator)	JumbliVR	-	-	370 MB	3D, animation, artgame, Creative, Low-poly, Oculus Quest, Retro, Virtual Reality (VR), Voxel	https://img.itch.zone/aW1nLzM5MjA1NTUucG5n/315x250%23c/%2B%2BkSWC.png,https://img.itch.zone/aW1hZ2UvNzA4NTI0LzM5NTM1OTIucG5n/347x500/4eg5Jh.png,https://img.itch.zone/aW1hZ2UvNzA4NTI0LzM5NTM1OTMucG5n/347x500/QIEaTZ.png,https://img.itch.zone/aW1hZ2UvNzA4NTI0LzM5NTM1OTUucG5n/347x500/VnR6GL.png,https://img.itch.zone/aW1hZ2UvNzA4NTI0LzM5NjUzNDAucG5n/347x500/y4J08o.png,https://img.itch.zone/aW1hZ2UvNzA4NTI0LzM5NTM2NTUucG5n/347x500/TDnUjt.png,https://img.itch.zone/aW1hZ2UvNzA4NTI0LzM5NTM1OTYucG5n/347x500/O1Pibb.png,https://img.itch.zone/aW1hZ2UvNzA4NTI0LzM5NTM1OTkucG5n/347x500/zujJs%2B.png	Build and animate musically responsive voxel-based models	-	1596098220	-	gear,head
https://phileday.itch.io/whirligig	827902	Whirligig VR Media Player	phileday	-	-	607 MB	2D, 360, 3D, image, Oculus Quest, video	https://img.itch.zone/aW1nLzQ2NDAwMDEucG5n/315x250%23c/Iue65H.png,https://img.itch.zone/aW1hZ2UvODI3OTAyLzQ2NDAwMDkucG5n/347x500/c89h2j.png,https://img.itch.zone/aW1hZ2UvODI3OTAyLzQ2NDAwMTAucG5n/347x500/Ye7nq1.png,https://img.itch.zone/aW1hZ2UvODI3OTAyLzQ2NDAwMTEucG5n/347x500/1HACju.png,https://img.itch.zone/aW1hZ2UvODI3OTAyLzQ2NDAwMTIucG5n/347x500/pxU3%2B5.png,https://img.itch.zone/aW1hZ2UvODI3OTAyLzQ2NDAwMTMucG5n/347x500/Xy3bd4.png	Whirligig is an immersive VR media player for playback of images/videos Oculus Quest.	-	1605967080	$3.99	-
https://playhop.itch.io/match-color	832992	Match Color	PlayHop	-	Rhythm	95 MB	excersice, fitness, Music, Oculus Quest, Virtual Reality (VR)	https://img.itch.zone/aW1nLzQ2Njc0MzEucG5n/315x250%23c/LK1q3l.png,https://img.itch.zone/aW1hZ2UvODMyOTkyLzQ2Njc1MTYucG5n/347x500/G8o%2FPU.png,https://img.itch.zone/aW1hZ2UvODMyOTkyLzQ2Njc1MTUucG5n/347x500/izCrH%2B.png,https://img.itch.zone/aW1hZ2UvODMyOTkyLzQ2Njc1MTcucG5n/347x500/Zm3dyW.png	Move your body and challenge your mind at rhythm of the music. Try to don't miss a single cube!	-	1606280820	$4.99	-
https://pixelframers.itch.io/waryards	302172	War Yards Beta	pixelframers	-	Shooter	323 MB	Oculus Quest, Virtual Reality (VR)	https://img.itch.zone/aW1nLzQ2NDY5MDQucG5n/315x250%23c/MHfPDa.png,https://img.itch.zone/aW1hZ2UvMzAyMTcyLzQ2NDY4ODMucG5n/347x500/mj1Db%2B.png,https://img.itch.zone/aW1hZ2UvMzAyMTcyLzQ2NDY4ODQucG5n/347x500/cPoAA6.png,https://img.itch.zone/aW1hZ2UvMzAyMTcyLzQ2NDY4ODIucG5n/347x500/beD25m.png,https://img.itch.zone/aW1hZ2UvMzAyMTcyLzQ2NDY4ODYucG5n/347x500/sBkAjk.png,https://img.itch.zone/aW1hZ2UvMzAyMTcyLzQ2NDY4ODEucG5n/347x500/7jf8jj.png,https://img.itch.zone/aW1hZ2UvMzAyMTcyLzQ2NDY4ODUucG5n/347x500/qNA9PC.png	Experience a new kind of multiplayer bullet time combat.	-	1605992580	-	gear,head
https://heptamind.itch.io/mind-massaging-machine	663052	Mind Massaging Machine - Oculus Mobile	Heptamind	-	-	137 MB	Brain Training, calm, headspace, meditation, Mental Health, mindfulness, mind-massage, Relaxing, sleep, Virtual Reality (VR)	https://img.itch.zone/aW1nLzM1NzA5NDcucG5n/315x250%23c/nZgXdU.png,https://img.itch.zone/aW1hZ2UvNjYzMDUyLzM1NzA5NTcuanBn/347x500/j16QUh.jpg,https://img.itch.zone/aW1hZ2UvNjYzMDUyLzM1NzA5NTguanBn/347x500/RBfGPy.jpg,https://img.itch.zone/aW1hZ2UvNjYzMDUyLzM1NzA5NjAuanBn/347x500/4aut6W.jpg,https://img.itch.zone/aW1hZ2UvNjYzMDUyLzM1NzA5NTkuanBn/347x500/WvG%2BZY.jpg	Enjoy relaxing mind massages to freshen up and relax your mind.	-	1603695540	$19.99	-
https://ydangleapps.itch.io/relay	644138	Relay	ydangleapps	-	-	4 MB	bluetooth, messages, notifications, quest, receive	https://img.itch.zone/aW1nLzM0NDgyNTIucG5n/315x250%23c/CMqtJn.png,https://img.itch.zone/aW1hZ2UvNjQ0MTM4LzM0NDgyNTUucG5n/347x500/nPqRz0.png	Receive notifications from your phone in VR.	2.0,3	1604915760	$2.99	-
https://supermedium.itch.io/supermedium	655790	Supermedium: The VR Comic Book Reader	Supermedium	-	-	74 MB	Comics, DRM Free, Oculus Quest, Virtual Reality (VR)	https://img.itch.zone/aW1nLzM1MzQyNDMucG5n/315x250%23c/gWzLQa.png,https://img.itch.zone/aW1hZ2UvNjU1NzkwLzM1MjM3NzMucG5n/347x500/vS8IOR.png,https://img.itch.zone/aW1hZ2UvNjU1NzkwLzM1MjM3NzcucG5n/347x500/SmTHR%2F.png,https://img.itch.zone/aW1hZ2UvNjU1NzkwLzM1MjM3NzQucG5n/347x500/UuGAhF.png,https://img.itch.zone/aW1hZ2UvNjU1NzkwLzM1MjM3NzUucG5n/347x500/IjZrg5.png,https://img.itch.zone/aW1hZ2UvNjU1NzkwLzM3NjcyODguanBn/347x500/nYcQwf.jpg,https://img.itch.zone/aW1hZ2UvNjU1NzkwLzM5NTM1MjEucG5n/347x500/qjs46i.png,https://img.itch.zone/aW1nLzM1MjM3OTIucG5n/original/a83A4N.png,https://img.itch.zone/aW1nLzM3MzA5NDkucG5n/original/2vT5RR.png,https://img.itch.zone/aW1nLzM3ODEwNzAuanBn/original/6ACYXT.jpg	The VR Comic Book Reader	5.0,1	1601153460	$9.99	-
https://persp3ctive.itch.io/controlroom-quest	585863	ControlRoom	Persp3ctive	-	-	1,007 MB	daw, Music, Virtual Reality (VR)	https://img.itch.zone/aW1nLzMwODkxNzEucG5n/315x250%23c/uAe1kp.png,https://img.itch.zone/aW1hZ2UvNTg1ODYzLzMwODkxNzIucG5n/347x500/ZW4ZYh.png,https://img.itch.zone/aW1hZ2UvNTg1ODYzLzMwODkxNzQucG5n/347x500/sh5fnW.png,https://img.itch.zone/aW1hZ2UvNTg1ODYzLzMwODkxNzMucG5n/347x500/GnurVe.png	Control your music production software with your Oculus Quest	-	1585720680	$14.99	-
https://vifit.itch.io/vifit-fitness-in-virtual-reality	824500	ViFit	ViFit	-	-	180 MB	exercise, fitness, Immersive, Oculus Quest, Virtual Reality (VR)	https://img.itch.zone/aW1nLzQ2MjE0MzgucG5n/315x250%23c/GiVHu5.png,https://img.itch.zone/aW1hZ2UvODI0NTAwLzQ2MzU1NTYucG5n/347x500/8VdqVB.png,https://img.itch.zone/aW1hZ2UvODI0NTAwLzQ2MzU1NjAucG5n/347x500/JS8yxj.png,https://img.itch.zone/aW1hZ2UvODI0NTAwLzQ2MzU1NjIucG5n/347x500/PT6Vs2.png	A fun and exciting fitness game in virtual reality.	-	1606282200	$7.99	-
https://wasserott.itch.io/endlesswave	818355	EndlessWave Android Mobile	Ikigai Productions Co	-	Sports	449 MB	endless-wave, hawaii, hawaiian, surfer, surfing	https://img.itch.zone/aW1nLzQ1ODgwODUucG5n/315x250%23c/zUw09Q.png,https://img.itch.zone/aW1hZ2UvODE4MzU1LzQ2MTk4ODQucG5n/347x500/8cNZOs.png,https://img.itch.zone/aW1hZ2UvODE4MzU1LzQ2MTk4NzkucG5n/347x500/XRtPFi.png,https://img.itch.zone/aW1hZ2UvODE4MzU1LzQ2MTk4ODAucG5n/347x500/gmPAnL.png,https://img.itch.zone/aW1hZ2UvODE4MzU1LzQ2MDI1NTMuanBn/347x500/aVHteI.jpg	Endlesswave is a Surf Simulator point game for Android phones and tablets.	-	1605719460	$1.75	-
https://laminatedlizard.itch.io/stomvr	558630	Stomvr (Oculus Quest VR)	Laminated Lizard	-	-	27 MB	3D, Oculus Quest, Physics, video, Virtual Reality (VR)	https://img.itch.zone/aW1nLzI5NTA1NTcucG5n/315x250%23c/jBBbDx.png,https://img.itch.zone/aW1hZ2UvNTU4NjMwLzI5Mzg0MTkucG5n/347x500/Jz9wGi.png	-	-	1588992480	-	
https://polystudio.itch.io/polystudio	474292	PolyStudio	polystudio	-	-	3 MB	3D, animation, Creative, early-access, modeling, Virtual Reality (VR)	https://img.itch.zone/aW1nLzI1MTQ4MDkucG5n/315x250%23c/b5kfLh.png,https://img.itch.zone/aW1nLzI1MTQ4MDkucG5n/347x500/x1827c.png	Fast, easy low poly 3D modeling	-	1569784860	$30	-
https://sciencevr.itch.io/covid19	827183	COVID-19 Virus VR	sciencevr	-	Educational	159 MB	cdc, coronavirus, covid19, hand-tracking, Oculus Quest, science, Unreal Engine, virus	https://img.itch.zone/aW1nLzQ2NTA3OTEuZ2lm/315x250%23cm/xhNZWV.gif,https://img.itch.zone/aW1hZ2UvODI3MTgzLzQ2MzU3NTkuanBn/347x500/aXRN40.jpg,https://img.itch.zone/aW1hZ2UvODI3MTgzLzQ2MzU3NTguanBn/347x500/s29%2Bhz.jpg,https://img.itch.zone/aW1hZ2UvODI3MTgzLzQ2MzU3NTYuanBn/347x500/OdOVOY.jpg	See the COVID-19 virus in VR!! Oculus Quest Hand-Tracking enabled!	-	1606055580	$1.39	-
https://brainslugs83.itch.io/adventurous	830136	Adventurous (VR Prototype)	BrainSlugs83	-	Adventure	43 MB	Retro, Singleplayer, Virtual Reality (VR)	https://img.itch.zone/aW1nLzQ2NTIyMTQucG5n/315x250%23c/UNY%2F8%2B.png,https://img.itch.zone/aW1nLzQ2NTIyMTQucG5n/347x500/Db1Zbs.png	VR Adaptation of the game Adventure for the Atari 2600 (VCS)	-	1606234740	-	gear,head
https://mixeal.itch.io/the-final-overs	808599	The Final Overs - Cricket Game for Oculus Quest	Mixeal	-	Sports	665 MB	baseball, chase, cricket, crowd, stadium, Thriller, vr-cricket, workout	https://img.itch.zone/aW1nLzQ1ODQzNDguanBn/315x250%23c/%2BXZYZK.jpg,https://img.itch.zone/aW1hZ2UvODA4NTk5LzQ1ODM3ODMuanBn/347x500/sdm8fF.jpg,https://img.itch.zone/aW1hZ2UvODA4NTk5LzQ1ODM3ODIuanBn/347x500/Mbdxrl.jpg,https://img.itch.zone/aW1hZ2UvODA4NTk5LzQ1ODM3ODQuanBn/347x500/2Dqxcu.jpg,https://img.itch.zone/aW1hZ2UvODA4NTk5LzQ1ODM3ODkuanBn/347x500/4kh%2B05.jpg,https://img.itch.zone/aW1hZ2UvODA4NTk5LzQ1ODM3ODUuanBn/347x500/KjfyG%2B.jpg,https://img.itch.zone/aW1hZ2UvODA4NTk5LzQ1ODM3ODguanBn/347x500/WEuyrr.jpg,https://img.itch.zone/aW1hZ2UvODA4NTk5LzQ1ODM3ODYuanBn/347x500/z30BIv.jpg,https://img.itch.zone/aW1hZ2UvODA4NTk5LzQ1ODM3ODcuanBn/347x500/GEHXEd.jpg,https://img.itch.zone/aW1hZ2UvODA4NTk5LzQ1ODM3OTAuanBn/347x500/TI675p.jpg	First-ever VR Cricket game for Oculus Quest. Quickly dive into a nail-biting match and chase a thrilling target!	-	1606288440	$10	-
https://yeagob54.itch.io/tarot-q	829502	Tarot Q	Yeagob54	-	Card Game	55 MB	tarot, Virtual Reality (VR)	https://img.itch.zone/aW1nLzQ2NDkzODcuanBn/315x250%23c/ikdIvm.jpg,https://img.itch.zone/aW1hZ2UvODI5NTAyLzQ2NDkzODkuanBn/347x500/HjKkcN.jpg,https://img.itch.zone/aW1hZ2UvODI5NTAyLzQ2NDkzOTAuanBn/347x500/yUX6yz.jpg,https://img.itch.zone/aW1hZ2UvODI5NTAyLzQ2NDkzOTIuanBn/347x500/bpvH8R.jpg	Tiradas de Tarot en Realidad Virtual	-	1606032180	-	gear,head,quest2
https://5imon.itch.io/thimblerigvr	829405	Thimblerig VR	5imon	-	Interactive Fiction	42 MB	3D, Multiplayer, Oculus Quest, Oculus Rift, PvP, Virtual Reality (VR), virtual-reality-vr, xr	https://img.itch.zone/aW1nLzQ2NDg0MTAuanBn/315x250%23c/z8A%2BRe.jpg,https://img.itch.zone/aW1hZ2UvODI5NDA1LzQ2NDg0MzEuanBn/347x500/9BNORN.jpg,https://img.itch.zone/aW1hZ2UvODI5NDA1LzQ2NDg0MzIuanBn/347x500/Z0hMzV.jpg,https://img.itch.zone/aW1nLzQ2NDgzOTcuZ2lm/original/OYaEK4.gif	-	-	1606021140	-	gear,head
https://aerloth.itch.io/metabow	814231	METABOW 	aerloth	-	Adventure	112 MB	Action-Adventure, Archery, lowpoly, Virtual Reality (VR)	https://img.itch.zone/aW1nLzQ1NzUxOTIuanBn/315x250%23c/nesfpO.jpg,https://img.itch.zone/aW1hZ2UvODE0MjMxLzQ1NjgzMzcuZ2lm/347x500/Wp1f2f.gif,https://img.itch.zone/aW1hZ2UvODE0MjMxLzQ1NjgzNTQuZ2lm/347x500/cG7A7d.gif,https://img.itch.zone/aW1hZ2UvODE0MjMxLzQ1NjgzNTUuZ2lm/347x500/cVgo1N.gif,https://img.itch.zone/aW1hZ2UvODE0MjMxLzQ1Njg1NzkuZ2lm/347x500/lIw82c.gif,https://img.itch.zone/aW1hZ2UvODE0MjMxLzQ1Njg1OTQuZ2lm/347x500/2Aw5OU.gif,https://img.itch.zone/aW1nLzQ1Njk5NjYucG5n/original/KsWZma.png	METABOW  is a VR archery game where you work with a mystic deity to solve ancient shrines and free them from demons.	-	1605638160	-	gear,head
https://basment.itch.io/it-came-from-spacevr	814234	It came from space(VR)	SecretBasment	-	Action	60 MB	3D, Oculus Quest, Retro, Singleplayer, Virtual Reality (VR)	https://img.itch.zone/aW1nLzQ2MzEwOTguZ2lm/315x250%23cm/yw%2B2IT.gif,https://img.itch.zone/aW1nLzQ2MzEwOTguZ2lm/347x500/fVE2Yp.gif	A fast paced FPS!	-	1605974460	-	gear,head
https://rayman2vremake.itch.io/rayman-2-vr-remake	825525	Rayman 2 VR Remake	rayman2vremake	-	Adventure	42 MB	android, rayman, Virtual Reality (VR)	https://img.itch.zone/aW1nLzQ2MjcyNDUucG5n/315x250%23c/LwGIOp.png,https://img.itch.zone/aW1hZ2UvODI1NTI1LzQ2MjcyMjEucG5n/347x500/hCn9Wl.png,https://img.itch.zone/aW1hZ2UvODI1NTI1LzQ2MjcyMjIuanBn/347x500/xgzLVU.jpg,https://img.itch.zone/aW1hZ2UvODI1NTI1LzQ2MjcyMjMuanBn/347x500/uEaYZO.jpg,https://img.itch.zone/aW1hZ2UvODI1NTI1LzQ2MjcyMjQuanBn/347x500/Xsl7k0.jpg	Enter the Woods of Light through Rayman's eyes.	-	1606048140	-	gear,head
https://4mquarantine.itch.io/the-cursed-temple	812750	The Cursed Temple VR	4mquarantine	-	Puzzle	181 MB	early-ecses, Mystery, oculas, Photorealistic, quest, Singleplayer, Spooky, Virtual Reality (VR)	https://img.itch.zone/aW1nLzQ1NTczMDEuanBn/315x250%23c/qUnsMh.jpg,https://img.itch.zone/aW1hZ2UvODEyNzUwLzQ1NjkzNTIuanBn/347x500/0LQCmR.jpg,https://img.itch.zone/aW1hZ2UvODEyNzUwLzQ1NjkzNDkuanBn/347x500/a7V7Ad.jpg,https://img.itch.zone/aW1hZ2UvODEyNzUwLzQ1NjkzNTAuanBn/347x500/CcPhPI.jpg,https://img.itch.zone/aW1hZ2UvODEyNzUwLzQ1NjkzNTEuanBn/347x500/MEWpwe.jpg,https://img.itch.zone/aW1hZ2UvODEyNzUwLzQ1NjkzNTQuanBn/347x500/IBos2w.jpg,https://img.itch.zone/aW1hZ2UvODEyNzUwLzQ1NjkzNTMuanBn/347x500/gqwSBr.jpg	Discover the mysteries of ancient Egypt through his eyes and solve the puzzles	-	1604931840	-	gear,head
https://scale1portal.itch.io/seps-diner	790668	Sep's Diner (Oculus Quest)	Scale-1 Portal	-	Simulation	229 MB	blackfriday, Christmas, cooking, Oculus Quest, Virtual Reality (VR)	https://img.itch.zone/aW1nLzQ2NzMxNTgucG5n/315x250%23c/WXUKkC.png,https://img.itch.zone/aW1hZ2UvNzkwNjY4LzQ1NDUwNTMuanBn/347x500/j8AtE8.jpg,https://img.itch.zone/aW1hZ2UvNzkwNjY4LzQ1NDUwNTQuanBn/347x500/PGhItS.jpg,https://img.itch.zone/aW1hZ2UvNzkwNjY4LzQ1NDUwNTcuanBn/347x500/aM5Rlz.jpg,https://img.itch.zone/aW1hZ2UvNzkwNjY4LzQ1NDUwNTYuanBn/347x500/XGYfmF.jpg,https://img.itch.zone/aW1hZ2UvNzkwNjY4LzQ1NDUwNjEuanBn/347x500/%2B2RYzm.jpg,https://img.itch.zone/aW1hZ2UvNzkwNjY4LzQ1NDUwNTUuanBn/347x500/X1u7Vy.jpg,https://img.itch.zone/aW1hZ2UvNzkwNjY4LzQ1NDUwNTkuanBn/347x500/I6Z8lo.jpg,https://img.itch.zone/aW1hZ2UvNzkwNjY4LzQ1NDUwNjAuanBn/347x500/Zi6bKw.jpg,https://img.itch.zone/aW1hZ2UvNzkwNjY4LzQ1NDUwNTguanBn/347x500/Jxfne9.jpg	VR Cooking game in a Burger Restaurant for Oculus Quest	-	1606369140	$4.49	-
https://lone-wolf-interactive.itch.io/glitch-assassin	791528	Glitch Assassin	Lone Wolf Interactive	-	Shooter	577 MB	FPS, Sci-fi, Singleplayer, Virtual Reality (VR)	https://img.itch.zone/aW1nLzQ0MzE3NDEucG5n/315x250%23c/Bcj5dM.png,https://img.itch.zone/aW1hZ2UvNzkxNTI4LzQ0MzE3ODcucG5n/347x500/U3i%2BMr.png,https://img.itch.zone/aW1hZ2UvNzkxNTI4LzQ0MzE3ODMucG5n/347x500/BjdTIM.png,https://img.itch.zone/aW1hZ2UvNzkxNTI4LzQ0MzE3ODQucG5n/347x500/%2F5eToE.png,https://img.itch.zone/aW1hZ2UvNzkxNTI4LzQ0MzE3ODUucG5n/347x500/oLaxJf.png,https://img.itch.zone/aW1hZ2UvNzkxNTI4LzQ0MzE3ODYucG5n/347x500/ke%2BZxh.png	Glitch Assassin is a Sci-Fi VR shooter which puts the player in the shoes of an assassin.	5.0,1	1605956280	$5	-
https://starcadearcade.itch.io/starblazer-demo	810276	Starblazer Demo	Starcade Arcade	-	Strategy	1 GB	oculus, quest, Real time strategy, rts, Sci-fi, Space, Space Sim, Virtual Reality (VR)	https://img.itch.zone/aW1nLzQ1NDI1NTYuZ2lm/315x250%23cm/vCUfxl.gif,https://img.itch.zone/aW1hZ2UvODEwMjc2LzQ1NDI1OTYucG5n/347x500/0Jz6Nq.png,https://img.itch.zone/aW1hZ2UvODEwMjc2LzQ1NDI1OTMuanBn/347x500/6dMrEl.jpg,https://img.itch.zone/aW1hZ2UvODEwMjc2LzQ1NDI1OTcucG5n/347x500/kcl6yZ.png	Rock. Paper. Starships! Enjoy the thrill that comes with controlling a fleet in virtual reality.	-	1604481900	-	gear,head
https://starcadearcade.itch.io/virus-popper	809522	Virus Popper	Starcade Arcade	-	Action	224 MB	Casual, free, oculus, On-Rails Shooter, Unity, Virtual Reality (VR), virus	https://img.itch.zone/aW1nLzQ1Mzg1NjYuZ2lm/315x250%23cm/tg62eA.gif,https://img.itch.zone/aW1hZ2UvODA5NTIyLzQ1Mzg0ODYucG5n/347x500/R%2Fy5KW.png,https://img.itch.zone/aW1hZ2UvODA5NTIyLzQ1Mzg0ODgucG5n/347x500/E7wDs8.png,https://img.itch.zone/aW1hZ2UvODA5NTIyLzQ1Mzg0OTAucG5n/347x500/DFJwZn.png,https://img.itch.zone/aW1hZ2UvODA5NTIyLzQ1Mzg0ODkucG5n/347x500/MSvR8M.png,https://img.itch.zone/aW1hZ2UvODA5NTIyLzQ1Mzg0ODcucG5n/347x500/S8MsrE.png	Aa fast-paced educational game about personal hygiene.	-	1604397780	-	gear,head
https://ayayugames.itch.io/shuttle-maze	823329	Shuttle Maze	AyayuGames	-	Action	-	Arcade, innovative, maze, quest, Retro, Space, Virtual Reality (VR)	https://img.itch.zone/aW1nLzQ2MTUwOTEuZ2lm/315x250%23cm/WJRpQh.gif,https://img.itch.zone/aW1hZ2UvODIzMzI5LzQ2MTQ5OTYuanBn/347x500/6bL0DM.jpg	New Controls | VR | Action | Adventure | Puzzle | Comfortable | Innovative	-	1605515400	-	gear,head
https://studio3dd.itch.io/bodyguard	806472	Bodyguard	studio3DD	-	Shooter	107 MB	bodyguard, oculus, Oculus Quest, Oculus Rift, quest, sidequest, Virtual Reality (VR)	https://img.itch.zone/aW1nLzQ1MTkyNDAucG5n/315x250%23c/JtoMzb.png,https://img.itch.zone/aW1hZ2UvODA2NDcyLzQ1MjAxMjgucG5n/347x500/mI%2B6AX.png,https://img.itch.zone/aW1hZ2UvODA2NDcyLzQ1MjAxMzAucG5n/347x500/fdXPq0.png,https://img.itch.zone/aW1hZ2UvODA2NDcyLzQ1MjAxMzIucG5n/347x500/u5%2BaLi.png,https://img.itch.zone/aW1hZ2UvODA2NDcyLzQ1MjAxMzUucG5n/347x500/QRjxFf.png,https://img.itch.zone/aW1hZ2UvODA2NDcyLzQ1MjAxMzgucG5n/347x500/Xu4G8s.png,https://img.itch.zone/aW1hZ2UvODA2NDcyLzQ1MjAxNDUucG5n/347x500/rE0hnX.png	-	-	1606133760	-	gear,head
https://sybiote.itch.io/dungeon-master-vr	823171	dungeon master vr demo	S.Y.B.I.O.T.E	-	Action	61 MB	3D, Dungeon Crawler, Slime, Swords, Virtual Reality (VR)	https://img.itch.zone/aW1nLzQ2MTM3NzguanBn/315x250%23c/h7n7gk.jpg,https://img.itch.zone/aW1nLzQ2MTM3NzguanBn/347x500/hU1YXf.jpg	vr version of dungeon master , demo version	-	1606271520	-	
https://blackhull.itch.io/murder-hornets	805831	Murder Hornets	Black Hull Games	nsfw	Action	140 MB	Arcade, Casual, Funny, Horror, Parody, Retro, Singleplayer, Virtual Reality (VR)	https://img.itch.zone/aW1nLzQ1MTUxMTYuZ2lm/315x250%23cm/5Hgk0H.gif,https://img.itch.zone/aW1hZ2UvODA1ODMxLzQ1MTUxMTkucG5n/347x500/NSBTIg.png,https://img.itch.zone/aW1hZ2UvODA1ODMxLzQ1MTUxMjEucG5n/347x500/%2BWRFj5.png,https://img.itch.zone/aW1hZ2UvODA1ODMxLzQ1MTUxMjAucG5n/347x500/yAVwlV.png,https://img.itch.zone/aW1hZ2UvODA1ODMxLzQ1MTUxMjMucG5n/347x500/0eIdwg.png,https://img.itch.zone/aW1hZ2UvODA1ODMxLzQ1MTUxMTcucG5n/347x500/%2FT1g0y.png,https://img.itch.zone/aW1hZ2UvODA1ODMxLzQ1MTUxMjIucG5n/347x500/4Lbtpq.png	kill hornets or hornets kill you	-	1604155080	$2.99	-
https://peanatelo.itch.io/two-pillars-vr	820607	Two Pillars VR	Peanatelo	-	Simulation	46 MB	Life Simulation, seansevestre, Slice Of Life, Virtual Reality (VR), virutalpainting	https://img.itch.zone/aW1nLzQ2MDAxMzMuanBn/315x250%23c/maZwiQ.jpg,https://img.itch.zone/aW1nLzQ2MDAxMzMuanBn/347x500/EABTRO.jpg,https://img.itch.zone/aW1nLzQ2MDAzODAuZ2lm/original/5t70JE.gif,https://img.itch.zone/aW1nLzQ2MDA0MTAuZ2lm/original/pgAcZk.gif	-	-	1605357720	-	gear,head
https://brittanyfactory.itch.io/echo	818715	Echo - THE LOFT - Sex Simulator  V10	BrittanyFactory	nsfw	Simulation	256 MB	Adult, Erotic, First-Person, girls, Oculus Quest, Virtual Reality (VR)	https://img.itch.zone/aW1nLzQ1ODk5MDYucG5n/315x250%23c/agXW9k.png,https://img.itch.zone/aW1hZ2UvODE4NzE1LzQ2NDY2OTIucG5n/347x500/O4eJ7f.png,https://img.itch.zone/aW1hZ2UvODE4NzE1LzQ2NDY2OTQucG5n/347x500/1xU%2BIs.png,https://img.itch.zone/aW1hZ2UvODE4NzE1LzQ2NDY2OTYucG5n/347x500/%2F07iJl.png,https://img.itch.zone/aW1hZ2UvODE4NzE1LzQ2NDY3MDAucG5n/347x500/ClVrQS.png,https://img.itch.zone/aW1hZ2UvODE4NzE1LzQ2NzUwOTYucG5n/347x500/zgZoaE.png,https://img.itch.zone/aW1hZ2UvODE4NzE1LzQ2NzUwODIucG5n/347x500/8G2p%2Be.png,https://img.itch.zone/aW1hZ2UvODE4NzE1LzQ2NzUwODQucG5n/347x500/hWnJdW.png,https://img.itch.zone/aW1hZ2UvODE4NzE1LzQ2NzUwOTAucG5n/347x500/tfO0Df.png	Jouez avec les filles sur Oculus Quest, Echo - THE LOFT - Sex Simulator V1 & V10	-	1606457760	$3.75	-
https://questeroid.itch.io/terrazombia	803679	Terrazombia V0.2 for Oculus Quest	Questeroid Games	-	Shooter	92 MB	Oculus Quest, Zombies	https://img.itch.zone/aW1nLzQ1MDE5MzMuanBn/315x250%23c/Hc1QIB.jpg,https://img.itch.zone/aW1hZ2UvODAzNjc5LzQ1MDE5NzAuanBn/347x500/lQXmFj.jpg,https://img.itch.zone/aW1hZ2UvODAzNjc5LzQ1MDE5NzEuanBn/347x500/Vk3K13.jpg,https://img.itch.zone/aW1hZ2UvODAzNjc5LzQ1MDE5NzQuanBn/347x500/hsK%2Fh3.jpg	Zombie survival game	-	1605413520	$1.99	-
https://omegablade.itch.io/omega-blade	791866	Omega Blade (Oculus Quest / Quest 2 / Rift)	Omega Blade	-	Shooter	278 MB	Arcade, FPS, Futuristic, Immersive, Oculus Quest, Sci-fi, Swords, Virtual Reality (VR)	https://img.itch.zone/aW1nLzQ0MzM1NzEucG5n/315x250%23c/uvunuL.png,https://img.itch.zone/aW1hZ2UvNzkxODY2LzQ0Mzc5NTIucG5n/347x500/aNsqmw.png,https://img.itch.zone/aW1hZ2UvNzkxODY2LzQ0Mzc5NTQucG5n/347x500/a9HSyG.png,https://img.itch.zone/aW1hZ2UvNzkxODY2LzQ0Mzc5NTcucG5n/347x500/bkQUJH.png,https://img.itch.zone/aW1hZ2UvNzkxODY2LzQ0Mzc5NTkucG5n/347x500/9wpLx3.png,https://img.itch.zone/aW1hZ2UvNzkxODY2LzQ0Mzc5NjAucG5n/347x500/veZQUu.png	Shoot, slash, dodge and survive to each challenge	-	1606457580	$14.99	-
